id,alias,instrumentModel,firstCreated,firstPublic,releaseStatus,submissionAccountId,studyId,experimentId,sampleId
ERR14088493,"revseq_run_4rvG7f_20241219110237166384","NextSeq 500",2024-12-19T13:38:33,2024-12-19T15:10:22,SUPPRESSED,Webin-65854,ERP167225,ERX13490867,ERS22648092
ERR14088492,"revseq_run_xYnaUy_20241219110257207029","NextSeq 500",2024-12-19T13:37:53,2024-12-19T15:09:52,SUPPRESSED,Webin-65854,ERP167225,ERX13490866,ERS22648014
ERR14088491,"revseq_run_mzwDVC_20241219110317254783","NextSeq 500",2024-12-19T13:37:16,2024-12-19T15:09:21,SUPPRESSED,Webin-65854,ERP167225,ERX13490865,ERS22647945
ERR14088489,"revseq_run_SQZYHn_20241219110337310663","NextSeq 500",2024-12-19T13:35:49,2024-12-19T15:08:51,SUPPRESSED,Webin-65854,ERP167225,ERX13490863,ERS22647827
ERR14088487,"revseq_run_GpvELC_20241219110357377356","NextSeq 500",2024-12-19T13:34:52,2024-12-19T15:08:21,SUPPRESSED,Webin-65854,ERP167225,ERX13490861,ERS22647826
ERR14088486,"revseq_run_oUT7WT_20241219110417425885","NextSeq 500",2024-12-19T13:33:56,2024-12-19T16:18:10,SUPPRESSED,Webin-65854,ERP167225,ERX13490860,ERS22647825
ERR14088485,"revseq_run_g33df2_20241219110437465145","NextSeq 500",2024-12-19T13:32:55,2024-12-19T16:36:51,SUPPRESSED,Webin-65854,ERP167225,ERX13490859,ERS22647824
ERR14088483,"revseq_run_i5wLSU_20241219110457568070","NextSeq 500",2024-12-19T13:32:21,2024-12-19T16:18:40,SUPPRESSED,Webin-65854,ERP167225,ERX13490857,ERS22647822
ERR14088482,"revseq_run_opfXjQ_20241219110517609609","NextSeq 500",2024-12-19T13:29:18,2024-12-19T16:03:30,SUPPRESSED,Webin-65854,ERP167225,ERX13490856,ERS22647821
ERR14088481,"revseq_run_DwiwwU_20241219110537673446","NextSeq 500",2024-12-19T13:28:30,2024-12-19T15:59:28,SUPPRESSED,Webin-65854,ERP167225,ERX13490855,ERS22647820
ERR14088480,"revseq_run_ydSpNQ_20241219110557732722","NextSeq 500",2024-12-19T13:27:58,2024-12-19T15:43:18,SUPPRESSED,Webin-65854,ERP167225,ERX13490854,ERS22647819
ERR14088479,"revseq_run_39kc9U_20241219110617790427","NextSeq 500",2024-12-19T13:27:26,2024-12-19T16:26:14,PUBLIC,Webin-65854,ERP167225,ERX13490853,ERS22647818
ERR14088478,"revseq_run_xHGR9u_20241219110637835348","NextSeq 500",2024-12-19T13:25:53,2024-12-19T16:02:29,SUPPRESSED,Webin-65854,ERP167225,ERX13490852,ERS22647817
ERR14088477,"revseq_run_oLXZ9a_20241219110657891669","NextSeq 500",2024-12-19T13:25:02,2024-12-19T15:46:50,SUPPRESSED,Webin-65854,ERP167225,ERX13490851,ERS22647816
ERR14088476,"revseq_run_t9UZtV_20241219110717929687","NextSeq 500",2024-12-19T13:24:12,2024-12-19T16:28:16,SUPPRESSED,Webin-65854,ERP167225,ERX13490850,ERS22647815
ERR14088475,"revseq_run_q2oXnd_20241219110737970011","NextSeq 500",2024-12-19T13:23:35,2024-12-19T16:10:05,SUPPRESSED,Webin-65854,ERP167225,ERX13490849,ERS22647814
ERR14088473,"revseq_run_cyCNuA_20241219110758029163","NextSeq 500",2024-12-19T13:22:19,2024-12-19T15:56:56,SUPPRESSED,Webin-65854,ERP167225,ERX13490847,ERS22647813
ERR14088472,"revseq_run_4SRYNi_20241219110818083537","NextSeq 500",2024-12-19T13:21:14,2024-12-19T16:09:04,SUPPRESSED,Webin-65854,ERP167225,ERX13490846,ERS22647812
ERR14088471,"revseq_run_3SXzSV_20241219110838140747","NextSeq 500",2024-12-19T13:20:30,2024-12-19T16:38:52,SUPPRESSED,Webin-65854,ERP167225,ERX13490845,ERS22647811
ERR14088470,"revseq_run_32WNFL_20241219110858187515","NextSeq 500",2024-12-19T13:19:27,2024-12-19T16:33:19,SUPPRESSED,Webin-65854,ERP167225,ERX13490844,ERS22647810
ERR14088469,"revseq_run_3fLBSP_20241219110918234894","NextSeq 500",2024-12-19T13:18:41,2024-12-19T15:37:45,SUPPRESSED,Webin-65854,ERP167225,ERX13490843,ERS22647809
ERR14088468,"revseq_run_m6243p_20241219110938282051","NextSeq 500",2024-12-19T13:17:43,2024-12-19T15:34:43,SUPPRESSED,Webin-65854,ERP167225,ERX13490842,ERS22647808
ERR14088467,"revseq_run_5cJWyf_20241219110958363771","NextSeq 500",2024-12-19T13:15:55,2024-12-19T15:39:15,SUPPRESSED,Webin-65854,ERP167225,ERX13490841,ERS22647807
ERR14088466,"revseq_run_WydUVb_20241219111018411373","NextSeq 500",2024-12-19T13:15:20,2024-12-19T16:15:08,SUPPRESSED,Webin-65854,ERP167225,ERX13490840,ERS22647806
ERR14088465,"revseq_run_2MHu4K_20241219111038456441","NextSeq 500",2024-12-19T13:14:35,2024-12-19T15:39:46,SUPPRESSED,Webin-65854,ERP167225,ERX13490839,ERS22647805
ERR14088464,"revseq_run_TPgies_20241219111058496833","NextSeq 500",2024-12-19T13:13:45,2024-12-19T16:40:23,SUPPRESSED,Webin-65854,ERP167225,ERX13490838,ERS22647804
ERR14088462,"revseq_run_iZ7TLc_20241219111118540669","NextSeq 500",2024-12-19T13:13:01,2024-12-19T15:28:08,SUPPRESSED,Webin-65854,ERP167225,ERX13490836,ERS22647803
ERR14088461,"revseq_run_Ki8Aa3_20241219111138587003","NextSeq 500",2024-12-19T13:12:02,2024-12-19T15:30:40,SUPPRESSED,Webin-65854,ERP167225,ERX13490835,ERS22647802
ERR14088460,"revseq_run_Xo2ZNk_20241219111158640710","NextSeq 500",2024-12-19T13:11:14,2024-12-19T15:43:48,SUPPRESSED,Webin-65854,ERP167225,ERX13490834,ERS22647801
ERR14088458,"revseq_run_sFFUfJ_20241219111218691521","NextSeq 500",2024-12-19T13:10:32,2024-12-19T15:38:15,SUPPRESSED,Webin-65854,ERP167225,ERX13490832,ERS22647800
ERR14088457,"revseq_run_xwByzt_20241219111238733400","NextSeq 500",2024-12-19T13:09:45,2024-12-19T15:33:42,SUPPRESSED,Webin-65854,ERP167225,ERX13490831,ERS22647799
ERR14088456,"revseq_run_V8dKQC_20241219111258778468","NextSeq 500",2024-12-19T13:09:10,2024-12-19T16:17:09,SUPPRESSED,Webin-65854,ERP167225,ERX13490830,ERS22647798
ERR14088454,"revseq_run_V9rHyG_20241219111318815396","NextSeq 500",2024-12-19T13:08:37,2024-12-19T16:20:41,SUPPRESSED,Webin-65854,ERP167225,ERX13490828,ERS22647797
ERR14088452,"revseq_run_6z2wf2_20241219111338857097","NextSeq 500",2024-12-19T13:05:27,2024-12-19T16:32:49,SUPPRESSED,Webin-65854,ERP167225,ERX13490826,ERS22647796
ERR14088451,"revseq_run_2kH55m_20241219111358910116","NextSeq 500",2024-12-19T13:03:03,2024-12-19T15:52:23,SUPPRESSED,Webin-65854,ERP167225,ERX13490825,ERS22647795
ERR14088449,"revseq_run_LX4eJE_20241219111418960501","NextSeq 500",2024-12-19T13:01:25,2024-12-19T15:49:52,SUPPRESSED,Webin-65854,ERP167225,ERX13490823,ERS22647793
ERR14088448,"revseq_run_CdyN3k_20241219111439003733","NextSeq 500",2024-12-19T12:59:43,2024-12-19T16:31:48,SUPPRESSED,Webin-65854,ERP167225,ERX13490822,ERS22647792
ERR14088447,"revseq_run_yR5Hef_20241219111459046291","NextSeq 500",2024-12-19T12:58:36,2024-12-19T16:16:08,SUPPRESSED,Webin-65854,ERP167225,ERX13490821,ERS22647791
ERR14088446,"revseq_run_MM8MkA_20241219111519095354","NextSeq 500",2024-12-19T12:57:27,2024-12-19T16:26:45,SUPPRESSED,Webin-65854,ERP167225,ERX13490820,ERS22647790
ERR14088445,"revseq_run_dLeBHd_20241219111539148181","NextSeq 500",2024-12-19T12:56:49,2024-12-19T15:57:26,SUPPRESSED,Webin-65854,ERP167225,ERX13490819,ERS22647789
ERR14088444,"revseq_run_STGkhE_20241219111559210700","NextSeq 500",2024-12-19T12:56:06,2024-12-19T16:42:24,SUPPRESSED,Webin-65854,ERP167225,ERX13490818,ERS22647788
ERR14088443,"revseq_run_ozGf4E_20241219111619251853","NextSeq 500",2024-12-19T12:54:32,2024-12-19T16:41:54,SUPPRESSED,Webin-65854,ERP167225,ERX13490817,ERS22647787
ERR14088442,"revseq_run_ZNTJLD_20241219111639298855","NextSeq 500",2024-12-19T12:53:21,2024-12-19T15:54:55,SUPPRESSED,Webin-65854,ERP167225,ERX13490816,ERS22647784
ERR14088441,"revseq_run_Di2qm7_20241219111659361987","NextSeq 500",2024-12-19T12:52:36,2024-12-19T16:35:50,SUPPRESSED,Webin-65854,ERP167225,ERX13490815,ERS22647783
ERR14088440,"revseq_run_FcN3wC_20241219111719407145","NextSeq 500",2024-12-19T12:51:26,2024-12-19T15:31:41,SUPPRESSED,Webin-65854,ERP167225,ERX13490814,ERS22647782
ERR14088438,"revseq_run_uSTYZ2_20241219111739450137","NextSeq 500",2024-12-19T12:50:14,2024-12-19T15:35:13,SUPPRESSED,Webin-65854,ERP167225,ERX13490812,ERS22647781
ERR14088436,"revseq_run_2hKeW2_20241219111759495940","NextSeq 500",2024-12-19T12:49:11,2024-12-19T15:57:57,SUPPRESSED,Webin-65854,ERP167225,ERX13490810,ERS22647780
ERR14088435,"revseq_run_FXFt6J_20241219111819539280","NextSeq 500",2024-12-19T12:47:01,2024-12-19T16:23:43,SUPPRESSED,Webin-65854,ERP167225,ERX13490809,ERS22647779
ERR14088434,"revseq_run_b99ooj_20241219111839595064","NextSeq 500",2024-12-19T12:46:12,2024-12-19T15:29:09,SUPPRESSED,Webin-65854,ERP167225,ERX13490808,ERS22647778
ERR14088433,"revseq_run_sAyJww_20241219111859636150","NextSeq 500",2024-12-19T12:45:14,2024-12-19T16:19:41,SUPPRESSED,Webin-65854,ERP167225,ERX13490807,ERS22647777
ERR14088432,"revseq_run_RVmPKr_20241219111919677003","NextSeq 500",2024-12-19T12:44:10,2024-12-19T16:05:02,SUPPRESSED,Webin-65854,ERP167225,ERX13490806,ERS22647776
ERR14088431,"revseq_run_gaQkyT_20241219111939717826","NextSeq 500",2024-12-19T12:43:20,2024-12-19T16:12:06,SUPPRESSED,Webin-65854,ERP167225,ERX13490805,ERS22647775
ERR14088430,"revseq_run_CgiSAY_20241219111959762370","NextSeq 500",2024-12-19T12:42:40,2024-12-19T16:32:18,SUPPRESSED,Webin-65854,ERP167225,ERX13490804,ERS22647774
ERR14088429,"revseq_run_5YkKkJ_20241219112019801552","NextSeq 500",2024-12-19T12:41:56,2024-12-19T16:30:48,SUPPRESSED,Webin-65854,ERP167225,ERX13490803,ERS22647773
ERR14088428,"revseq_run_wF4k2T_20241219112039840316","NextSeq 500",2024-12-19T12:41:15,2024-12-19T15:58:57,SUPPRESSED,Webin-65854,ERP167225,ERX13490802,ERS22647772
ERR14088427,"revseq_run_yhE88h_20241219112059883183","NextSeq 500",2024-12-19T12:40:37,2024-12-19T16:24:13,SUPPRESSED,Webin-65854,ERP167225,ERX13490801,ERS22647770
ERR14088426,"revseq_run_DBKZHX_20241219112119940140","NextSeq 500",2024-12-19T12:40:05,2024-12-19T15:50:52,SUPPRESSED,Webin-65854,ERP167225,ERX13490800,ERS22647769
ERR14088424,"revseq_run_afGSAT_20241219112139988896","NextSeq 500",2024-12-19T12:38:00,2024-12-19T16:39:53,SUPPRESSED,Webin-65854,ERP167225,ERX13490798,ERS22647768
ERR14088423,"revseq_run_j3ZXpL_20241219112200031182","NextSeq 500",2024-12-19T12:36:06,2024-12-19T16:17:40,SUPPRESSED,Webin-65854,ERP167225,ERX13490797,ERS22647767
ERR14088422,"revseq_run_jwkH9W_20241219112220075528","NextSeq 500",2024-12-19T12:34:50,2024-12-19T15:59:58,SUPPRESSED,Webin-65854,ERP167225,ERX13490796,ERS22647766
ERR14088420,"revseq_run_ex4d6T_20241219112240130327","NextSeq 500",2024-12-19T12:33:38,2024-12-19T16:11:05,SUPPRESSED,Webin-65854,ERP167225,ERX13490794,ERS22647765
ERR14088419,"revseq_run_CLwScw_20241219112300179873","NextSeq 500",2024-12-19T12:32:59,2024-12-19T15:51:53,SUPPRESSED,Webin-65854,ERP167225,ERX13490793,ERS22647764
ERR14088418,"revseq_run_XisgNp_20241219112320231467","NextSeq 500",2024-12-19T12:32:19,2024-12-19T16:28:46,SUPPRESSED,Webin-65854,ERP167225,ERX13490792,ERS22647763
ERR14088417,"revseq_run_G4bQxE_20241219112340284848","NextSeq 500",2024-12-19T12:31:44,2024-12-19T15:55:55,SUPPRESSED,Webin-65854,ERP167225,ERX13490791,ERS22647762
ERR14088416,"revseq_run_jtjCjd_20241219112400368800","NextSeq 500",2024-12-19T12:31:08,2024-12-19T16:08:04,SUPPRESSED,Webin-65854,ERP167225,ERX13490790,ERS22647761
ERR14088415,"revseq_run_Zu3u7N_20241219112420415967","NextSeq 500",2024-12-19T12:30:23,2024-12-19T15:53:24,SUPPRESSED,Webin-65854,ERP167225,ERX13490789,ERS22647760
ERR14088414,"revseq_run_4i2tZF_20241219112440457215","NextSeq 500",2024-12-19T12:29:37,2024-12-19T16:25:14,SUPPRESSED,Webin-65854,ERP167225,ERX13490788,ERS22647759
ERR14088413,"revseq_run_4UF9K6_20241219112500499655","NextSeq 500",2024-12-19T12:28:22,2024-12-19T15:56:26,SUPPRESSED,Webin-65854,ERP167225,ERX13490787,ERS22647618
ERR14088412,"revseq_run_HXGr8V_20241219112520538508","NextSeq 500",2024-12-19T12:26:00,2024-12-19T16:13:37,SUPPRESSED,Webin-65854,ERP167225,ERX13490786,ERS22647315
ERR14088411,"revseq_run_q4bsMd_20241219112540577550","NextSeq 500",2024-12-19T12:24:58,2024-12-19T15:28:39,SUPPRESSED,Webin-65854,ERP167225,ERX13490785,ERS22647314
ERR14088410,"revseq_run_RyXauM_20241219112600621393","NextSeq 500",2024-12-19T12:22:49,2024-12-19T16:07:03,SUPPRESSED,Webin-65854,ERP167225,ERX13490784,ERS22647313
ERR14088409,"revseq_run_itJLqU_20241219112620670453","NextSeq 500",2024-12-19T12:22:17,2024-12-19T16:00:28,SUPPRESSED,Webin-65854,ERP167225,ERX13490783,ERS22647312
ERR14088408,"revseq_run_xwkVbK_20241219112640712582","NextSeq 500",2024-12-19T12:21:32,2024-12-19T15:47:20,SUPPRESSED,Webin-65854,ERP167225,ERX13490782,ERS22647311
ERR14088407,"revseq_run_tUrV5z_20241219112700751798","NextSeq 500",2024-12-19T12:20:39,2024-12-19T16:20:11,SUPPRESSED,Webin-65854,ERP167225,ERX13490781,ERS22647310
ERR14088406,"revseq_run_QGowTB_20241219112720789438","NextSeq 500",2024-12-19T12:19:00,2024-12-19T16:37:21,SUPPRESSED,Webin-65854,ERP167225,ERX13490780,ERS22647240
ERR14088405,"revseq_run_kwbwf8_20241219112740829431","NextSeq 500",2024-12-19T12:18:11,2024-12-19T15:47:51,SUPPRESSED,Webin-65854,ERP167225,ERX13490779,ERS22647187
ERR14088404,"revseq_run_npCqtD_20241219112800886436","NextSeq 500",2024-12-19T12:16:10,2024-12-19T16:14:07,SUPPRESSED,Webin-65854,ERP167225,ERX13490778,ERS22646959
ERR14088403,"revseq_run_xPAa2d_20241219112820928449","NextSeq 500",2024-12-19T12:15:24,2024-12-19T15:42:48,SUPPRESSED,Webin-65854,ERP167225,ERX13490777,ERS22646800
ERR14088402,"revseq_run_y9sf9q_20241219112840966467","NextSeq 500",2024-12-19T12:14:02,2024-12-19T16:06:02,SUPPRESSED,Webin-65854,ERP167225,ERX13490776,ERS22646690
ERR14088401,"revseq_run_E6qgW7_20241219112901007131","NextSeq 500",2024-12-19T12:11:13,2024-12-19T15:58:27,SUPPRESSED,Webin-65854,ERP167225,ERX13490775,ERS22646404
ERR14088400,"revseq_run_ozKj7w_20241219112921060665","NextSeq 500",2024-12-19T12:10:14,2024-12-19T16:27:15,SUPPRESSED,Webin-65854,ERP167225,ERX13490774,ERS22646297
ERR14088399,"revseq_run_yQUmMG_20241219112941101577","NextSeq 500",2024-12-19T12:08:34,2024-12-19T16:40:53,SUPPRESSED,Webin-65854,ERP167225,ERX13490773,ERS22646117
ERR14088398,"revseq_run_uBCY5S_20241219113001145628","NextSeq 500",2024-12-19T12:07:20,2024-12-19T15:33:12,SUPPRESSED,Webin-65854,ERP167225,ERX13490772,ERS22646028
ERR14088357,"revseq_run_HAAUgG_20241219113021184190","NextSeq 500",2024-12-19T12:06:44,2024-12-19T16:12:36,SUPPRESSED,Webin-65854,ERP167225,ERX13490731,ERS22645971
ERR14088356,"revseq_run_f8rfBe_20241219113041223523","NextSeq 500",2024-12-19T12:06:10,2024-12-19T16:27:45,SUPPRESSED,Webin-65854,ERP167225,ERX13490730,ERS22645917
ERR14088355,"revseq_run_NqUrMx_20241219113101264912","NextSeq 500",2024-12-19T12:05:32,2024-12-19T16:35:20,SUPPRESSED,Webin-65854,ERP167225,ERX13490729,ERS22645853
ERR14088354,"revseq_run_TzR6v7_20241219113121306094","NextSeq 500",2024-12-19T12:04:49,2024-12-19T16:39:22,SUPPRESSED,Webin-65854,ERP167225,ERX13490728,ERS22645775
ERR14088353,"revseq_run_Mp25Fk_20241219113141348047","NextSeq 500",2024-12-19T12:04:13,2024-12-19T15:46:20,SUPPRESSED,Webin-65854,ERP167225,ERX13490727,ERS22645717
ERR14088352,"revseq_run_3H4uLZ_20241219113201395537","NextSeq 500",2024-12-19T12:02:21,2024-12-19T16:22:12,SUPPRESSED,Webin-65854,ERP167225,ERX13490726,ERS22645553
ERR14088351,"revseq_run_NMp4NB_20241219113221448375","NextSeq 500",2024-12-19T12:01:41,2024-12-19T16:16:39,SUPPRESSED,Webin-65854,ERP167225,ERX13490725,ERS22645531
ERR14088349,"revseq_run_x6NRYc_20241219113241600381","NextSeq 500",2024-12-19T12:00:28,2024-12-19T16:19:10,SUPPRESSED,Webin-65854,ERP167225,ERX13490723,ERS22645471
ERR14088348,"revseq_run_m5XiUJ_20241219113301643074","NextSeq 500",2024-12-19T11:59:51,2024-12-19T16:43:25,SUPPRESSED,Webin-65854,ERP167225,ERX13490722,ERS22645468
ERR14088347,"revseq_run_ND22rx_20241219113321685498","NextSeq 500",2024-12-19T11:58:42,2024-12-19T15:41:17,SUPPRESSED,Webin-65854,ERP167225,ERX13490721,ERS22645467
ERR14088346,"revseq_run_gyQtpZ_20241219113341725531","NextSeq 500",2024-12-19T11:58:08,2024-12-19T16:04:01,SUPPRESSED,Webin-65854,ERP167225,ERX13490720,ERS22645456
ERR14088345,"revseq_run_QtXNo7_20241219113401769393","NextSeq 500",2024-12-19T11:56:18,2024-12-19T16:06:33,SUPPRESSED,Webin-65854,ERP167225,ERX13490719,ERS22645455
ERR14088344,"revseq_run_BnbHLr_20241219113421830070","NextSeq 500",2024-12-19T11:53:45,2024-12-19T15:50:22,SUPPRESSED,Webin-65854,ERP167225,ERX13490718,ERS22645454
ERR14088343,"revseq_run_BJn2VZ_20241219113441874943","NextSeq 500",2024-12-19T11:52:57,2024-12-19T15:53:54,SUPPRESSED,Webin-65854,ERP167225,ERX13490717,ERS22645453
ERR14088341,"revseq_run_uTpHe5_20241219113501926160","NextSeq 500",2024-12-19T11:50:42,2024-12-19T15:48:21,SUPPRESSED,Webin-65854,ERP167225,ERX13490715,ERS22645340
ERR14088339,"revseq_run_KaJ5Pe_20241219113521990432","NextSeq 500",2024-12-19T11:48:44,2024-12-19T16:07:33,SUPPRESSED,Webin-65854,ERP167225,ERX13490713,ERS22645116
ERR14088338,"revseq_run_xvyMxE_20241219113542041880","NextSeq 500",2024-12-19T11:47:56,2024-12-19T15:44:49,SUPPRESSED,Webin-65854,ERP167225,ERX13490712,ERS22645020
ERR14088337,"revseq_run_dgZP3L_20241219113602118809","NextSeq 500",2024-12-19T11:46:15,2024-12-19T15:29:39,SUPPRESSED,Webin-65854,ERP167225,ERX13490711,ERS22644834
ERR14088336,"revseq_run_Ho9wQu_20241219113622185067","NextSeq 500",2024-12-19T11:45:37,2024-12-19T16:09:35,SUPPRESSED,Webin-65854,ERP167225,ERX13490710,ERS22644759
ERR14088335,"revseq_run_8QXJTp_20241219113642243568","NextSeq 500",2024-12-19T11:44:16,2024-12-19T16:31:18,SUPPRESSED,Webin-65854,ERP167225,ERX13490709,ERS22644605
ERR14088165,"revseq_run_eAr6Lo_20241219113702287014","NextSeq 500",2024-12-19T11:42:34,2024-12-19T15:35:43,SUPPRESSED,Webin-65854,ERP167225,ERX13490539,ERS22644412
ERR14088162,"revseq_run_gkcF5C_20241219113722346073","NextSeq 500",2024-12-19T11:41:14,2024-12-19T15:32:11,SUPPRESSED,Webin-65854,ERP167225,ERX13490536,ERS22644261
ERR14088161,"revseq_run_MvvBk9_20241219113742401489","NextSeq 500",2024-12-19T11:40:28,2024-12-19T16:38:22,SUPPRESSED,Webin-65854,ERP167225,ERX13490535,ERS22644176
ERR14088160,"revseq_run_KtHTz8_20241219113802454947","NextSeq 500",2024-12-19T11:38:19,2024-12-19T16:24:44,SUPPRESSED,Webin-65854,ERP167225,ERX13490534,ERS22643932
ERR14088159,"revseq_run_k9vgiw_20241219104935188429","NextSeq 500",2024-12-19T11:37:37,2024-12-19T15:44:19,SUPPRESSED,Webin-65854,ERP167225,ERX13490533,ERS22643857
ERR14088157,"revseq_run_4t7Ncr_20241219104955237187","NextSeq 500",2024-12-19T11:37:00,2024-12-19T16:29:47,SUPPRESSED,Webin-65854,ERP167225,ERX13490531,ERS22643795
ERR14088156,"revseq_run_iDqyV9_20241219105015296601","NextSeq 500",2024-12-19T11:36:19,2024-12-19T16:21:12,SUPPRESSED,Webin-65854,ERP167225,ERX13490530,ERS22643723
ERR14088155,"revseq_run_G8vc2N_20241219105035342543","NextSeq 500",2024-12-19T11:35:11,2024-12-19T15:41:47,SUPPRESSED,Webin-65854,ERP167225,ERX13490529,ERS22643607
ERR14088154,"revseq_run_mmYEfJ_20241219105055410699","NextSeq 500",2024-12-19T11:34:09,2024-12-19T16:11:36,SUPPRESSED,Webin-65854,ERP167225,ERX13490528,ERS22643519
ERR14088153,"revseq_run_hzNQRG_20241219105115453596","NextSeq 500",2024-12-19T11:33:09,2024-12-19T15:36:44,SUPPRESSED,Webin-65854,ERP167225,ERX13490527,ERS22643511
ERR14088152,"revseq_run_BP5QSp_20241219105135491267","NextSeq 500",2024-12-19T11:32:35,2024-12-19T15:51:23,SUPPRESSED,Webin-65854,ERP167225,ERX13490526,ERS22643510
ERR14088150,"revseq_run_ToGSRe_20241219105155532784","NextSeq 500",2024-12-19T11:31:24,2024-12-19T15:45:19,SUPPRESSED,Webin-65854,ERP167225,ERX13490524,ERS22643509
ERR14088149,"revseq_run_MUZ8Cb_20241219105215582032","NextSeq 500",2024-12-19T11:30:44,2024-12-19T15:54:24,SUPPRESSED,Webin-65854,ERP167225,ERX13490523,ERS22643508
ERR14088147,"revseq_run_gycK6z_20241219105235630249","NextSeq 500",2024-12-19T11:29:44,2024-12-19T15:37:14,SUPPRESSED,Webin-65854,ERP167225,ERX13490521,ERS22643447
ERR14088146,"revseq_run_34KSAo_20241219105255680370","NextSeq 500",2024-12-19T11:29:12,2024-12-19T15:55:25,SUPPRESSED,Webin-65854,ERP167225,ERX13490520,ERS22643409
ERR14088145,"revseq_run_wVBQbT_20241219105315747239","NextSeq 500",2024-12-19T11:28:15,2024-12-19T16:05:32,SUPPRESSED,Webin-65854,ERP167225,ERX13490519,ERS22643343
ERR14088144,"revseq_run_cGQaRk_20241219105335793124","NextSeq 500",2024-12-19T11:26:40,2024-12-19T15:45:49,SUPPRESSED,Webin-65854,ERP167225,ERX13490518,ERS22643237
ERR14088143,"revseq_run_3Ft7q9_20241219105355863891","NextSeq 500",2024-12-19T11:25:04,2024-12-19T16:21:42,SUPPRESSED,Webin-65854,ERP167225,ERX13490517,ERS22643144
ERR14088141,"revseq_run_zGrf4n_20241219105415916779","NextSeq 500",2024-12-19T11:22:08,2024-12-19T16:08:34,SUPPRESSED,Webin-65854,ERP167225,ERX13490515,ERS22642956
ERR14088140,"revseq_run_3eGjGj_20241219105435967757","NextSeq 500",2024-12-19T11:21:17,2024-12-19T15:42:17,SUPPRESSED,Webin-65854,ERP167225,ERX13490514,ERS22642906
ERR14088139,"revseq_run_4JSa55_20241219105456017434","NextSeq 500",2024-12-19T11:20:14,2024-12-19T16:03:00,SUPPRESSED,Webin-65854,ERP167225,ERX13490513,ERS22642831
ERR14088113,"revseq_run_bkrZsY_20241219105516064737","NextSeq 500",2024-12-19T11:19:06,2024-12-19T16:33:49,SUPPRESSED,Webin-65854,ERP167225,ERX13490487,ERS22642756
ERR14088112,"revseq_run_4SWHMc_20241219105536119476","NextSeq 500",2024-12-19T11:17:15,2024-12-19T15:40:16,SUPPRESSED,Webin-65854,ERP167225,ERX13490486,ERS22642638
ERR14088087,"revseq_run_375EUk_20241219105556159819","NextSeq 500",2024-12-19T11:16:05,2024-12-19T16:37:51,SUPPRESSED,Webin-65854,ERP167225,ERX13490461,ERS22642567
ERR14088086,"revseq_run_3Vw5ij_20241219105616210604","NextSeq 500",2024-12-19T11:15:23,2024-12-19T15:48:51,SUPPRESSED,Webin-65854,ERP167225,ERX13490460,ERS22642523
ERR14088085,"revseq_run_sZ4qK3_20241219105636255857","NextSeq 500",2024-12-19T11:13:56,2024-12-19T15:49:21,SUPPRESSED,Webin-65854,ERP167225,ERX13490459,ERS22642418
ERR14087815,"revseq_run_VT3bcF_20241219105656296724","NextSeq 500",2024-12-19T11:12:59,2024-12-19T16:13:07,PUBLIC,Webin-65854,ERP167225,ERX13490457,ERS22642349
ERR14087046,"revseq_run_DhoSq8_20241219105716335082","NextSeq 500",2024-12-19T11:10:48,2024-12-19T15:34:12,SUPPRESSED,Webin-65854,ERP167225,ERX13489420,ERS22642205
ERR14087044,"revseq_run_49m5VA_20241219105736388227","NextSeq 500",2024-12-19T11:08:47,2024-12-19T15:27:03,SUPPRESSED,Webin-65854,ERP167225,ERX13489418,ERS22642104
ERR14087042,"revseq_run_5xXjjp_20241219105756443409","NextSeq 500",2024-12-19T11:08:12,2024-12-19T16:30:17,SUPPRESSED,Webin-65854,ERP167225,ERX13489416,ERS22642074
ERR14087040,"revseq_run_3fGJE8_20241219105816497870","NextSeq 500",2024-12-19T11:07:31,2024-12-19T15:36:14,SUPPRESSED,Webin-65854,ERP167225,ERX13489414,ERS22642040
ERR14087039,"revseq_run_33eCP4_20241219105836547738","NextSeq 500",2024-12-19T11:06:41,2024-12-19T16:25:44,SUPPRESSED,Webin-65854,ERP167225,ERX13489413,ERS22642023
ERR14087036,"revseq_run_YRBBfu_20241219105856594501","NextSeq 500",2024-12-19T11:05:40,2024-12-19T16:00:58,SUPPRESSED,Webin-65854,ERP167225,ERX13489410,ERS22642008
ERR14087032,"revseq_run_jQNpYD_20241219105916712861","NextSeq 500",2024-12-19T11:04:30,2024-12-19T16:41:23,SUPPRESSED,Webin-65854,ERP167225,ERX13489406,ERS22641993
ERR14087027,"revseq_run_V5iihT_20241219105936767936","NextSeq 500",2024-12-19T11:03:10,2024-12-19T15:38:45,SUPPRESSED,Webin-65854,ERP167225,ERX13489401,ERS22641973
ERR14087026,"revseq_run_sJs93G_20241219105956816738","NextSeq 500",2024-12-19T11:02:20,2024-12-19T15:32:41,SUPPRESSED,Webin-65854,ERP167225,ERX13489400,ERS22641961
ERR14087023,"revseq_run_ss4Fh8_20241219110016863217","NextSeq 500",2024-12-19T11:01:40,2024-12-19T16:01:29,SUPPRESSED,Webin-65854,ERP167225,ERX13489397,ERS22641944
