id,alias,instrumentModel,firstCreated,firstPublic,releaseStatus,submissionAccountId,studyId,experimentId,sampleId
ERR15974163,"revseq_run_m2-y58Q75_20251128142853938324","NextSeq 500",2025-11-28T14:28:57,2025-11-28T16:06:52,PUBLIC,Webin-65854,ERP167225,ERX15368892,ERS28163723
ERR15974162,"revseq_run_m2-q8yvBm_20251128142833890762","NextSeq 500",2025-11-28T14:28:41,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15368891,ERS28163722
ERR15974161,"revseq_run_m2-amRv2M_20251128142813844335","NextSeq 500",2025-11-28T14:28:22,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368890,ERS28163721
ERR15974159,"revseq_run_m2-3CuPYs_20251128142753791901","NextSeq 500",2025-11-28T14:28:02,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368888,ERS28163720
ERR15974158,"revseq_run_m2-ToGSRe_20251128142733742610","NextSeq 500",2025-11-28T14:27:38,2025-11-28T16:07:20,PUBLIC,Webin-65854,ERP167225,ERX15368887,ERS28163719
ERR15974157,"revseq_run_m2-jM3n9w_20251128142713694169","NextSeq 500",2025-11-28T14:27:21,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368886,ERS28163718
ERR15974156,"revseq_run_m2-Ho9wQu_20251128142653645601","NextSeq 500",2025-11-28T14:26:57,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15368885,ERS28163716
ERR15974155,"revseq_run_m2-aEURHb_20251128142633597857","NextSeq 500",2025-11-28T14:26:38,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368884,ERS28163715
ERR15974154,"revseq_run_m2-ABxNA9_20251128142613549896","NextSeq 500",2025-11-28T14:26:16,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368883,ERS28163711
ERR15974153,"revseq_run_m2-ujTsiu_20251128142553498310","NextSeq 500",2025-11-28T14:25:59,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368882,ERS28163710
ERR15974152,"revseq_run_m2-NaDTTs_20251128142533444442","NextSeq 500",2025-11-28T14:25:37,2025-11-28T16:07:06,PUBLIC,Webin-65854,ERP167225,ERX15368881,ERS28163709
ERR15974151,"revseq_run_m2-MUZ8Cb_20251128142513396829","NextSeq 500",2025-11-28T14:25:20,2025-11-28T16:07:19,PUBLIC,Webin-65854,ERP167225,ERX15368880,ERS28163708
ERR15974150,"revseq_run_m2-jCKGBv_20251128142453344859","NextSeq 500",2025-11-28T14:25:02,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368879,ERS28163707
ERR15974149,"revseq_run_m2-39xr8K_20251128142433288377","NextSeq 500",2025-11-28T14:24:37,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368878,ERS28163706
ERR15974148,"revseq_run_m2-JBeRmh_20251128142413238783","NextSeq 500",2025-11-28T14:24:18,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368877,ERS28163705
ERR15974147,"revseq_run_m2-VnXdYZ_20251128142353183543","NextSeq 500",2025-11-28T14:23:56,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368876,ERS28163703
ERR15974146,"revseq_run_m2-mzGTDC_20251128142333131152","NextSeq 500",2025-11-28T14:23:38,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368875,ERS28163702
ERR15974145,"revseq_run_m2-xwByzt_20251128142313078827","NextSeq 500",2025-11-28T14:23:16,2025-11-28T16:07:14,PUBLIC,Webin-65854,ERP167225,ERX15368874,ERS28163700
ERR15974143,"revseq_run_m2-gEpiDa_20251128142253019363","NextSeq 500",2025-11-28T14:22:59,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368872,ERS28163699
ERR15974142,"revseq_run_m2-gvJsdn_20251128142232959213","NextSeq 500",2025-11-28T14:22:37,2025-11-28T16:07:12,PUBLIC,Webin-65854,ERP167225,ERX15368871,ERS28163698
ERR15974141,"revseq_run_m2-EYQGUT_20251128142212910590","NextSeq 500",2025-11-28T14:22:19,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15368870,ERS28163697
ERR15974140,"revseq_run_m2-wgoGjP_20251128142152858123","NextSeq 500",2025-11-28T14:21:58,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368869,ERS28163696
ERR15974139,"revseq_run_m2-yEmM7C_20251128142132807183","NextSeq 500",2025-11-28T14:21:36,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368868,ERS28163695
ERR15974138,"revseq_run_m2-BP3DjK_20251128142112745514","NextSeq 500",2025-11-28T14:21:18,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368867,ERS28163694
ERR15974137,"revseq_run_m2-qFQ9kJ_20251128142052694835","NextSeq 500",2025-11-28T14:20:58,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15368866,ERS28163692
ERR15974136,"revseq_run_m2-PQ5aTg_20251128142032645438","NextSeq 500",2025-11-28T14:20:40,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368865,ERS28163691
ERR15974135,"revseq_run_m2-ar4p3m_20251128142012595408","NextSeq 500",2025-11-28T14:20:22,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368864,ERS28163690
ERR15974134,"revseq_run_m2-Kouapg_20251128141952547023","NextSeq 500",2025-11-28T14:19:55,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368863,ERS28163689
ERR15974133,"revseq_run_m2-gxCe5X_20251128141932496255","NextSeq 500",2025-11-28T14:19:37,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368862,ERS28163688
ERR15974132,"revseq_run_m2-RgZWrD_20251128141912441368","NextSeq 500",2025-11-28T14:19:15,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368861,ERS28163687
ERR15974131,"revseq_run_m2-Uph9U3_20251128141852393484","NextSeq 500",2025-11-28T14:18:57,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368860,ERS28163686
ERR15974130,"revseq_run_m2-TUofv5_20251128141832340820","NextSeq 500",2025-11-28T14:18:38,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368859,ERS28163685
ERR15974101,"revseq_run_m2-ENT3qs_20251128141812290335","NextSeq 500",2025-11-28T14:18:16,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15368830,ERS28163656
ERR15974100,"revseq_run_m2-MjqpEV_20251128141752225477","NextSeq 500",2025-11-28T14:17:57,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15368829,ERS28163654
ERR15974099,"revseq_run_m2-Kyii3a_20251128141732166878","NextSeq 500",2025-11-28T14:17:40,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368828,ERS28163650
ERR15974098,"revseq_run_m2-LMD6ho_20251128141712106896","NextSeq 500",2025-11-28T14:17:15,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368827,ERS28163635
ERR15974097,"revseq_run_m2-HsBVJN_20251128141652058901","NextSeq 500",2025-11-28T14:16:58,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15368826,ERS28163634
ERR15974096,"revseq_run_m2-Kr6366_20251128141632008264","NextSeq 500",2025-11-28T14:16:38,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368825,ERS28163633
ERR15974095,"revseq_run_m2-JqBYLh_20251128141611955777","NextSeq 500",2025-11-28T14:16:15,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368824,ERS28163631
ERR15974093,"revseq_run_m2-W4ZnHe_20251128141551904172","NextSeq 500",2025-11-28T14:15:58,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368822,ERS28163629
ERR15974092,"revseq_run_m2-yR5Hef_20251128141531847383","NextSeq 500",2025-11-28T14:15:36,2025-11-28T16:07:03,PUBLIC,Webin-65854,ERP167225,ERX15368821,ERS28163625
ERR15974091,"revseq_run_m2-ozGf4E_20251128141511792263","NextSeq 500",2025-11-28T14:15:18,2025-11-28T16:07:09,PUBLIC,Webin-65854,ERP167225,ERX15368820,ERS28163624
ERR15974090,"revseq_run_m2-CgiSAY_20251128141451739400","NextSeq 500",2025-11-28T14:15:05,2025-11-28T16:07:29,PUBLIC,Webin-65854,ERP167225,ERX15368819,ERS28163623
ERR15974089,"revseq_run_m2-BYjiah_20251128141431689770","NextSeq 500",2025-11-28T14:14:52,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15368818,ERS28163621
ERR15974088,"revseq_run_m2-wF4k2T_20251128141411640506","NextSeq 500",2025-11-28T14:14:16,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368817,ERS28163620
ERR15974087,"revseq_run_m2-V8dKQC_20251128141351591223","NextSeq 500",2025-11-28T14:13:54,2025-11-28T16:07:14,PUBLIC,Webin-65854,ERP167225,ERX15368816,ERS28163619
ERR15974084,"revseq_run_m2-PVBn6f_20251128141331543738","NextSeq 500",2025-11-28T14:13:37,2025-11-28T16:07:09,PUBLIC,Webin-65854,ERP167225,ERX15368813,ERS28163616
ERR15974081,"revseq_run_m2-Mp25Fk_20251128141311493728","NextSeq 500",2025-11-28T14:13:21,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15368810,ERS28163615
ERR15974079,"revseq_run_m2-MM8MkA_20251128141251447296","NextSeq 500",2025-11-28T14:12:58,2025-11-28T16:07:20,PUBLIC,Webin-65854,ERP167225,ERX15368808,ERS28163614
ERR15974078,"revseq_run_m2-2kH55m_20251128141231396974","NextSeq 500",2025-11-28T14:12:40,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368807,ERS28163613
ERR15974077,"revseq_run_m2-U2wv8C_20251128141211350776","NextSeq 500",2025-11-28T14:12:19,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368806,ERS28163612
ERR15974073,"revseq_run_m2-iZ7TLc_20251128141151303684","NextSeq 500",2025-11-28T14:11:54,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15368802,ERS28163610
ERR15974072,"revseq_run_m2-2MHu4K_20251128141131255071","NextSeq 500",2025-11-28T14:11:36,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368801,ERS28163609
ERR15974071,"revseq_run_m2-m5XiUJ_20251128141111208264","NextSeq 500",2025-11-28T14:11:19,2025-11-28T16:07:02,PUBLIC,Webin-65854,ERP167225,ERX15368800,ERS28163608
ERR15974070,"revseq_run_m2-LX4eJE_20251128141051160918","NextSeq 500",2025-11-28T14:11:00,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15368799,ERS28163607
ERR15974069,"revseq_run_m2-JiBCDX_20251128141031113344","NextSeq 500",2025-11-28T14:10:37,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368798,ERS28163606
ERR15974068,"revseq_run_m2-dLeBHd_20251128141011061816","NextSeq 500",2025-11-28T14:10:13,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368797,ERS28163605
ERR15974067,"revseq_run_m2-NqUrMx_20251128140951012330","NextSeq 500",2025-11-28T14:09:56,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368796,ERS28163604
ERR15974065,"revseq_run_m2-844sRF_20251128140930962704","NextSeq 500",2025-11-28T14:09:34,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15368794,ERS28163603
ERR15974064,"revseq_run_m2-WydUVb_20251128140910915330","NextSeq 500",2025-11-28T14:09:16,2025-11-28T16:06:55,PUBLIC,Webin-65854,ERP167225,ERX15368793,ERS28163602
ERR15974041,"revseq_run_m2-YB7Zxj_20251128140850865159","NextSeq 500",2025-11-28T14:08:54,2025-11-28T16:07:10,PUBLIC,Webin-65854,ERP167225,ERX15368770,ERS28163578
ERR15974040,"revseq_run_m2-SrvHnQ_20251128140830816232","NextSeq 500",2025-11-28T14:08:36,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368769,ERS28163577
ERR15974039,"revseq_run_m2-pdN7uy_20251128140810768428","NextSeq 500",2025-11-28T14:08:13,2025-11-28T16:07:34,PUBLIC,Webin-65854,ERP167225,ERX15368768,ERS28163576
ERR15974038,"revseq_run_m2-6qaV6z_20251128140750721080","NextSeq 500",2025-11-28T14:07:57,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15368767,ERS28163575
ERR15974037,"revseq_run_m2-ZNTJLD_20251128140730671627","NextSeq 500",2025-11-28T14:07:34,2025-11-28T16:07:22,PUBLIC,Webin-65854,ERP167225,ERX15368766,ERS28163574
ERR15974036,"revseq_run_m2-jwkH9W_20251128140710622136","NextSeq 500",2025-11-28T14:07:17,2025-11-28T16:07:29,PUBLIC,Webin-65854,ERP167225,ERX15368765,ERS28163573
ERR15974034,"revseq_run_m2-DBKZHX_20251128140650573556","NextSeq 500",2025-11-28T14:07:02,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15368763,ERS28163572
ERR15974033,"revseq_run_m2-BbET5x_20251128140630526085","NextSeq 500",2025-11-28T14:06:33,2025-11-29T08:04:50,PUBLIC,Webin-65854,ERP167225,ERX15368762,ERS28163571
ERR15974032,"revseq_run_m2-7oH73S_20251128140610476793","NextSeq 500",2025-11-28T14:06:17,2025-11-29T08:04:46,PUBLIC,Webin-65854,ERP167225,ERX15368761,ERS28163570
ERR15974031,"revseq_run_m2-4Q8Stt_20251128140550429917","NextSeq 500",2025-11-28T14:05:56,2025-11-29T08:04:50,PUBLIC,Webin-65854,ERP167225,ERX15368760,ERS28163568
ERR15974030,"revseq_run_m2-Di2qm7_20251128140530380976","NextSeq 500",2025-11-28T14:05:37,2025-11-29T08:04:50,PUBLIC,Webin-65854,ERP167225,ERX15368759,ERS28163567
ERR15974029,"revseq_run_m2-QPbjvy_20251128140510331906","NextSeq 500",2025-11-28T14:05:13,2026-01-20T08:05:01,PUBLIC,Webin-65854,ERP167225,ERX15368758,ERS28163566
ERR15974028,"revseq_run_m2-boLTAg_20251128140450282839","NextSeq 500",2025-11-28T14:04:57,2026-02-13T08:05:49,PUBLIC,Webin-65854,ERP167225,ERX15368757,ERS28163565
ERR15974027,"revseq_run_m2-ND22rx_20251128140430234497","NextSeq 500",2025-11-28T14:04:32,2025-11-29T08:04:51,PUBLIC,Webin-65854,ERP167225,ERX15368756,ERS28163564
ERR15974026,"revseq_run_m2-FcN3wC_20251128140410187157","NextSeq 500",2025-11-28T14:04:15,2025-11-29T08:04:32,PUBLIC,Webin-65854,ERP167225,ERX15368755,ERS28163563
ERR15974025,"revseq_run_m2-RVmPKr_20251128140350138777","NextSeq 500",2025-11-28T14:03:56,2025-11-29T08:04:39,PUBLIC,Webin-65854,ERP167225,ERX15368754,ERS28163562
ERR15974024,"revseq_run_m2-f6biAx_20251128140330090474","NextSeq 500",2025-11-28T14:03:34,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15368753,ERS28163561
ERR15974023,"revseq_run_m2-NESNdH_20251128140310043950","NextSeq 500",2025-11-28T14:03:16,2025-11-28T16:07:22,PUBLIC,Webin-65854,ERP167225,ERX15368752,ERS28163560
ERR15974022,"revseq_run_m2-8JqGbD_20251128140249993036","NextSeq 500",2025-11-28T14:02:53,2025-11-28T16:06:52,PUBLIC,Webin-65854,ERP167225,ERX15368751,ERS28163558
ERR15974021,"revseq_run_m2-sZ4qK3_20251128140229945546","NextSeq 500",2025-11-28T14:02:36,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368750,ERS28163557
ERR15974020,"revseq_run_m2-RCdbJH_20251128140209897657","NextSeq 500",2025-11-28T14:02:13,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15368749,ERS28163556
ERR15974019,"revseq_run_m2-Y4wzR3_20251128140149850904","NextSeq 500",2025-11-28T14:01:52,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15368748,ERS28163555
ERR15974018,"revseq_run_m2-nf9ieP_20251128140129802682","NextSeq 500",2025-11-28T14:01:35,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368747,ERS28163554
ERR15974017,"revseq_run_m2-AnXy9n_20251128140109755484","NextSeq 500",2025-11-28T14:01:22,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368746,ERS28163553
ERR15974016,"revseq_run_m2-MQhF9c_20251128140049706655","NextSeq 500",2025-11-28T14:00:54,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15368745,ERS28163552
ERR15974015,"revseq_run_m2-yLHwrL_20251128140029656696","NextSeq 500",2025-11-28T14:00:37,2026-02-13T08:05:54,PUBLIC,Webin-65854,ERP167225,ERX15368744,ERS28163551
ERR15974014,"revseq_run_m2-c4imMZ_20251128140009603854","NextSeq 500",2025-11-28T14:00:15,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15368743,ERS28163550
ERR15974013,"revseq_run_m2-G86emu_20251128135949555698","NextSeq 500",2025-11-28T13:59:52,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15368742,ERS28163548
ERR15974012,"revseq_run_m2-5pS65p_20251128135929507951","NextSeq 500",2025-11-28T13:59:35,2025-11-28T16:07:02,PUBLIC,Webin-65854,ERP167225,ERX15368741,ERS28163547
ERR15974011,"revseq_run_m2-xw6CDX_20251128135909458983","NextSeq 500",2025-11-28T13:59:16,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368740,ERS28163546
ERR15974010,"revseq_run_m2-XMdsys_20251128135849409821","NextSeq 500",2025-11-28T13:58:53,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368739,ERS28163545
ERR15974009,"revseq_run_m2-tDscqy_20251128135829361499","NextSeq 500",2025-11-28T13:58:37,2025-11-28T16:06:55,PUBLIC,Webin-65854,ERP167225,ERX15368738,ERS28163544
ERR15974008,"revseq_run_m2-hHKDyB_20251128135809314674","NextSeq 500",2025-11-28T13:58:13,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368737,ERS28163543
ERR15974007,"revseq_run_m2-sVxWai_20251128135749266872","NextSeq 500",2025-11-28T13:57:52,2025-11-28T16:07:14,PUBLIC,Webin-65854,ERP167225,ERX15368736,ERS28163542
ERR15974006,"revseq_run_m2-Qb4JVo_20251128135729214760","NextSeq 500",2025-11-28T13:57:30,2025-11-28T16:07:08,PUBLIC,Webin-65854,ERP167225,ERX15368735,ERS28163541
ERR15974005,"revseq_run_m2-ahT4kF_20251128135709156255","NextSeq 500",2025-11-28T13:57:14,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368734,ERS28163540
ERR15974003,"revseq_run_m2-G8vc2N_20251128135649100977","NextSeq 500",2025-11-28T13:56:56,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368732,ERS28163538
ERR15974002,"revseq_run_m2-rhiSHJ_20251128135629051186","NextSeq 500",2025-11-28T13:56:33,2025-11-28T16:07:06,PUBLIC,Webin-65854,ERP167225,ERX15368731,ERS28163537
ERR15974001,"revseq_run_m2-BP5QSp_20251128135609003377","NextSeq 500",2025-11-28T13:56:17,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368730,ERS28163536
ERR15974000,"revseq_run_m2-Lq3fms_20251128135548952229","NextSeq 500",2025-11-28T13:55:53,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368729,ERS28163535
ERR15973999,"revseq_run_m2-voFSf6_20251128135528904922","NextSeq 500",2025-11-28T13:55:31,2025-11-28T16:06:58,PUBLIC,Webin-65854,ERP167225,ERX15368728,ERS28163534
ERR15973998,"revseq_run_m2-M5iqYC_20251128135508852999","NextSeq 500",2025-11-28T13:55:19,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368727,ERS28163533
ERR15973997,"revseq_run_m2-KtHTz8_20251128135448801212","NextSeq 500",2025-11-28T13:54:53,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368726,ERS28163532
ERR15973996,"revseq_run_m2-hjq9oe_20251128135428753490","NextSeq 500",2025-11-28T13:54:35,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368725,ERS28163531
ERR15973995,"revseq_run_m2-dgZP3L_20251128135408703169","NextSeq 500",2025-11-28T13:54:12,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15368724,ERS28163530
ERR15973993,"revseq_run_m2-Q8Ba9A_20251128135348653421","NextSeq 500",2025-11-28T13:53:56,2025-11-28T16:06:52,PUBLIC,Webin-65854,ERP167225,ERX15368722,ERS28163528
ERR15973991,"revseq_run_m2-HAAUgG_20251128135328604836","NextSeq 500",2025-11-28T13:53:33,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368720,ERS28163527
ERR15973990,"revseq_run_m2-sJs93G_20251128135308554350","NextSeq 500",2025-11-28T13:53:11,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368719,ERS28163526
ERR15973989,"revseq_run_m2-GpvELC_20251128135248507689","NextSeq 500",2025-11-28T13:52:55,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368718,ERS28163525
ERR15973988,"revseq_run_m2-xxAxC9_20251128135228457570","NextSeq 500",2025-11-28T13:52:32,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368717,ERS28163524
ERR15973987,"revseq_run_m2-xMNGcb_20251128135208410142","NextSeq 500",2025-11-28T13:52:15,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368716,ERS28163523
ERR15973985,"revseq_run_m2-t9UZtV_20251128135148359883","NextSeq 500",2025-11-28T13:51:51,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368714,ERS28163522
ERR15973984,"revseq_run_m2-e3y7tj_20251128135128312874","NextSeq 500",2025-11-28T13:51:35,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368713,ERS28163521
ERR15973982,"revseq_run_m2-jQNpYD_20251128135108263179","NextSeq 500",2025-11-28T13:51:13,2025-11-28T16:07:22,PUBLIC,Webin-65854,ERP167225,ERX15368711,ERS28163519
ERR15973981,"revseq_run_m2-3URpmc_20251128135048213777","NextSeq 500",2025-11-28T13:50:53,2025-11-28T16:07:18,PUBLIC,Webin-65854,ERP167225,ERX15368710,ERS28163518
ERR15973980,"revseq_run_m2-4JSa55_20251128135028165090","NextSeq 500",2025-11-28T13:50:36,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368709,ERS28163517
ERR15973979,"revseq_run_m2-3fLBSP_20251128135008116805","NextSeq 500",2025-11-28T13:50:11,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368708,ERS28163516
ERR15973978,"revseq_run_m2-BdtP8F_20251128134948068034","NextSeq 500",2025-11-28T13:49:53,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368707,ERS28163515
ERR15973977,"revseq_run_m2-HXGr8V_20251128134928020294","NextSeq 500",2025-11-28T13:49:32,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368706,ERS28163514
ERR15973976,"revseq_run_m2-2YwKxe_20251128134907973099","NextSeq 500",2025-11-28T13:49:14,2025-11-28T16:07:10,PUBLIC,Webin-65854,ERP167225,ERX15368705,ERS28163513
ERR15973975,"revseq_run_m2-Xx7sqD_20251128134847924587","NextSeq 500",2025-11-28T13:48:51,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368704,ERS28163512
ERR15973974,"revseq_run_m2-3aogRq_20251128134827876296","NextSeq 500",2025-11-28T13:48:29,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368703,ERS28163511
ERR15973973,"revseq_run_m2-33eCP4_20251128134807828098","NextSeq 500",2025-11-28T13:48:13,2025-11-28T16:07:03,PUBLIC,Webin-65854,ERP167225,ERX15368702,ERS28163510
ERR15973972,"revseq_run_m2-hXgLde_20251128134747774837","NextSeq 500",2025-11-28T13:47:50,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368701,ERS28163508
ERR15973971,"revseq_run_m2-3wTS9S_20251128134727727354","NextSeq 500",2025-11-28T13:47:37,2026-02-13T08:05:46,PUBLIC,Webin-65854,ERP167225,ERX15368700,ERS28163507
ERR15973970,"revseq_run_m2-4Rt9sw_20251128134707679004","NextSeq 500",2025-11-28T13:47:11,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15368699,ERS28163506
ERR15973969,"revseq_run_m2-3fGJE8_20251128134647629990","NextSeq 500",2025-11-28T13:46:54,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15368698,ERS28163505
ERR15973968,"revseq_run_m2-8ERNNJ_20251128134627581321","NextSeq 500",2025-11-28T13:46:32,2025-11-28T16:07:23,PUBLIC,Webin-65854,ERP167225,ERX15368697,ERS28163504
ERR15973967,"revseq_run_m2-3TMBNi_20251128134607519354","NextSeq 500",2025-11-28T13:46:10,2025-11-28T16:07:06,PUBLIC,Webin-65854,ERP167225,ERX15368696,ERS28163503
ERR15973965,"revseq_run_m2-4SWHMc_20251128134547469798","NextSeq 500",2025-11-28T13:45:53,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368694,ERS28163502
ERR15973964,"revseq_run_m2-4Die3B_20251128134527416802","NextSeq 500",2025-11-28T13:45:35,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368693,ERS28163501
ERR15973963,"revseq_run_m2-3MgVni_20251128134507361064","NextSeq 500",2025-11-28T13:45:11,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368692,ERS28163500
ERR15973962,"revseq_run_m2-49m5VA_20251128134447309862","NextSeq 500",2025-11-28T13:44:50,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368691,ERS28163498
ERR15973961,"revseq_run_m2-E6qgW7_20251128134427261589","NextSeq 500",2025-11-28T13:44:33,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368690,ERS28163497
ERR15973960,"revseq_run_m2-X3sxhS_20251128134407192818","NextSeq 500",2025-11-28T13:44:10,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15368689,ERS28163496
ERR15973959,"revseq_run_m2-4i2tZF_20251128134347145547","NextSeq 500",2025-11-28T13:43:52,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15368688,ERS28163495
ERR15973958,"revseq_run_m2-zG7RFd_20251128134327098702","NextSeq 500",2025-11-28T13:43:33,2025-11-28T16:06:58,PUBLIC,Webin-65854,ERP167225,ERX15368687,ERS28163494
ERR15973957,"revseq_run_m2-MT4r8p_20251128134307049220","NextSeq 500",2025-11-28T13:43:13,2025-11-28T16:06:52,PUBLIC,Webin-65854,ERP167225,ERX15368686,ERS28163493
ERR15973955,"revseq_run_m2-4PF58Q_20251128134247000180","NextSeq 500",2025-11-28T13:42:51,2025-11-28T16:07:00,PUBLIC,Webin-65854,ERP167225,ERX15368684,ERS28163492
